data,codigo,designacao,preco_medio_ponderado
2018-01-31, 1450, Gasolina aditivada, 1.6041
2018-01-31, 2105, Gasóleo especial, 1.3498
2018-01-31, 2150, Gasóleo colorido, 0.8633
2018-01-31, 2155, Gasóleo de aquecimento, 1.1178
2018-01-31, 3205, Gasolina especial 95, 1.5394
2018-01-31, 3405, Gasolina especial 98, 1.7037
2018-01-31, 3210, Gasolina de mistura (motores a 2 tempos), 1.8760
2018-01-31, 2101, Gasóleo simples, 1.3131
2018-01-31, 3201, Gasolina simples 95, 1.5160
2018-01-31, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-01-31, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-01-31, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-01, 3200, Gasolina 95, 1.5494
2018-02-01, 3400, Gasolina 98, 1.5922
2018-02-01, 2100, Gasóleo, 1.3489
2018-02-01, 1120, GPL Auto, 0.6855
2018-02-01, 1450, Gasolina aditivada, 1.6041
2018-02-01, 2105, Gasóleo especial, 1.3502
2018-02-01, 2150, Gasóleo colorido, 0.8666
2018-02-01, 2155, Gasóleo de aquecimento, 1.1179
2018-02-01, 3205, Gasolina especial 95, 1.5407
2018-02-01, 3405, Gasolina especial 98, 1.7040
2018-02-01, 3210, Gasolina de mistura (motores a 2 tempos), 1.8753
2018-02-01, 2101, Gasóleo simples, 1.3150
2018-02-01, 3201, Gasolina simples 95, 1.5188
2018-02-01, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-01, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-01, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-02, 3200, Gasolina 95, 1.5497
2018-02-02, 3400, Gasolina 98, 1.5923
2018-02-02, 2100, Gasóleo, 1.3489
2018-02-02, 1120, GPL Auto, 0.6855
2018-02-02, 1450, Gasolina aditivada, 1.6041
2018-02-02, 2105, Gasóleo especial, 1.3484
2018-02-02, 2150, Gasóleo colorido, 0.8666
2018-02-02, 2155, Gasóleo de aquecimento, 1.1179
2018-02-02, 3205, Gasolina especial 95, 1.5369
2018-02-02, 3405, Gasolina especial 98, 1.7037
2018-02-02, 3210, Gasolina de mistura (motores a 2 tempos), 1.8752
2018-02-02, 2101, Gasóleo simples, 1.3126
2018-02-02, 3201, Gasolina simples 95, 1.5149
2018-02-02, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-02, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-02, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-03, 3200, Gasolina 95, 1.5481
2018-02-03, 3400, Gasolina 98, 1.5923
2018-02-03, 2100, Gasóleo, 1.3467
2018-02-03, 1120, GPL Auto, 0.6843
2018-02-03, 1450, Gasolina aditivada, 1.6041
2018-02-03, 2105, Gasóleo especial, 1.3415
2018-02-03, 2150, Gasóleo colorido, 0.8659
2018-02-03, 2155, Gasóleo de aquecimento, 1.1179
2018-02-03, 3205, Gasolina especial 95, 1.5292
2018-02-03, 3405, Gasolina especial 98, 1.6983
2018-02-03, 3210, Gasolina de mistura (motores a 2 tempos), 1.8752
2018-02-03, 2101, Gasóleo simples, 1.3088
2018-02-03, 3201, Gasolina simples 95, 1.5116
2018-02-03, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-03, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-03, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-04, 3200, Gasolina 95, 1.5481
2018-02-04, 3400, Gasolina 98, 1.5923
2018-02-04, 2100, Gasóleo, 1.3467
2018-02-04, 1120, GPL Auto, 0.6843
2018-02-04, 1450, Gasolina aditivada, 1.6041
2018-02-04, 2105, Gasóleo especial, 1.3430
2018-02-04, 2150, Gasóleo colorido, 0.8659
2018-02-04, 2155, Gasóleo de aquecimento, 1.1179
2018-02-04, 3205, Gasolina especial 95, 1.5313
2018-02-04, 3405, Gasolina especial 98, 1.6986
2018-02-04, 3210, Gasolina de mistura (motores a 2 tempos), 1.8752
2018-02-04, 2101, Gasóleo simples, 1.3090
2018-02-04, 3201, Gasolina simples 95, 1.5117
2018-02-04, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-04, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-04, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-05, 3200, Gasolina 95, 1.5481
2018-02-05, 3400, Gasolina 98, 1.5922
2018-02-05, 2100, Gasóleo, 1.3465
2018-02-05, 1120, GPL Auto, 0.6843
2018-02-05, 1450, Gasolina aditivada, 1.6041
2018-02-05, 2105, Gasóleo especial, 1.3438
2018-02-05, 2150, Gasóleo colorido, 0.8632
2018-02-05, 2155, Gasóleo de aquecimento, 1.1156
2018-02-05, 3205, Gasolina especial 95, 1.5338
2018-02-05, 3405, Gasolina especial 98, 1.7010
2018-02-05, 3210, Gasolina de mistura (motores a 2 tempos), 1.8750
2018-02-05, 2101, Gasóleo simples, 1.3114
2018-02-05, 3201, Gasolina simples 95, 1.5162
2018-02-05, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-05, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-05, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-06, 3200, Gasolina 95, 1.5477
2018-02-06, 3400, Gasolina 98, 1.5909
2018-02-06, 2100, Gasóleo, 1.3460
2018-02-06, 1120, GPL Auto, 0.6755
2018-02-06, 1450, Gasolina aditivada, 1.6016
2018-02-06, 2105, Gasóleo especial, 1.3436
2018-02-06, 2150, Gasóleo colorido, 0.8616
2018-02-06, 2155, Gasóleo de aquecimento, 1.1141
2018-02-06, 3205, Gasolina especial 95, 1.5335
2018-02-06, 3405, Gasolina especial 98, 1.7009
2018-02-06, 3210, Gasolina de mistura (motores a 2 tempos), 1.8758
2018-02-06, 2101, Gasóleo simples, 1.3096
2018-02-06, 3201, Gasolina simples 95, 1.5149
2018-02-06, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-06, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-06, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-07, 3200, Gasolina 95, 1.5474
2018-02-07, 3400, Gasolina 98, 1.5906
2018-02-07, 2100, Gasóleo, 1.3456
2018-02-07, 1120, GPL Auto, 0.6746
2018-02-07, 1450, Gasolina aditivada, 1.6016
2018-02-07, 2105, Gasóleo especial, 1.3435
2018-02-07, 2150, Gasóleo colorido, 0.8613
2018-02-07, 2155, Gasóleo de aquecimento, 1.1137
2018-02-07, 3205, Gasolina especial 95, 1.5337
2018-02-07, 3405, Gasolina especial 98, 1.7005
2018-02-07, 3210, Gasolina de mistura (motores a 2 tempos), 1.8758
2018-02-07, 2101, Gasóleo simples, 1.3086
2018-02-07, 3201, Gasolina simples 95, 1.5140
2018-02-07, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-07, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-07, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-08, 3200, Gasolina 95, 1.5473
2018-02-08, 3400, Gasolina 98, 1.5904
2018-02-08, 2100, Gasóleo, 1.3454
2018-02-08, 1120, GPL Auto, 0.6740
2018-02-08, 1450, Gasolina aditivada, 1.6016
2018-02-08, 2105, Gasóleo especial, 1.3434
2018-02-08, 2150, Gasóleo colorido, 0.8611
2018-02-08, 2155, Gasóleo de aquecimento, 1.1137
2018-02-08, 3205, Gasolina especial 95, 1.5342
2018-02-08, 3405, Gasolina especial 98, 1.7007
2018-02-08, 3210, Gasolina de mistura (motores a 2 tempos), 1.8758
2018-02-08, 2101, Gasóleo simples, 1.3085
2018-02-08, 3201, Gasolina simples 95, 1.5140
2018-02-08, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-08, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-08, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-09, 3200, Gasolina 95, 1.5474
2018-02-09, 3400, Gasolina 98, 1.5904
2018-02-09, 2100, Gasóleo, 1.3454
2018-02-09, 1120, GPL Auto, 0.6737
2018-02-09, 1450, Gasolina aditivada, 1.6016
2018-02-09, 2105, Gasóleo especial, 1.3418
2018-02-09, 2150, Gasóleo colorido, 0.8605
2018-02-09, 2155, Gasóleo de aquecimento, 1.1134
2018-02-09, 3205, Gasolina especial 95, 1.5415
2018-02-09, 3405, Gasolina especial 98, 1.7003
2018-02-09, 3210, Gasolina de mistura (motores a 2 tempos), 1.8756
2018-02-09, 2101, Gasóleo simples, 1.3079
2018-02-09, 3201, Gasolina simples 95, 1.5136
2018-02-09, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-09, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-09, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-10, 3200, Gasolina 95, 1.5455
2018-02-10, 3400, Gasolina 98, 1.5901
2018-02-10, 2100, Gasóleo, 1.3431
2018-02-10, 1120, GPL Auto, 0.6716
2018-02-10, 1450, Gasolina aditivada, 1.6016
2018-02-10, 2105, Gasóleo especial, 1.3347
2018-02-10, 2150, Gasóleo colorido, 0.8598
2018-02-10, 2155, Gasóleo de aquecimento, 1.1134
2018-02-10, 3205, Gasolina especial 95, 1.5319
2018-02-10, 3405, Gasolina especial 98, 1.6946
2018-02-10, 3210, Gasolina de mistura (motores a 2 tempos), 1.8756
2018-02-10, 2101, Gasóleo simples, 1.3028
2018-02-10, 3201, Gasolina simples 95, 1.5099
2018-02-10, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-10, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-10, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-11, 3200, Gasolina 95, 1.5449
2018-02-11, 3400, Gasolina 98, 1.5903
2018-02-11, 2100, Gasóleo, 1.3429
2018-02-11, 1120, GPL Auto, 0.6716
2018-02-11, 1450, Gasolina aditivada, 1.6016
2018-02-11, 2105, Gasóleo especial, 1.3360
2018-02-11, 2150, Gasóleo colorido, 0.8598
2018-02-11, 2155, Gasóleo de aquecimento, 1.1134
2018-02-11, 3205, Gasolina especial 95, 1.5332
2018-02-11, 3405, Gasolina especial 98, 1.6946
2018-02-11, 3210, Gasolina de mistura (motores a 2 tempos), 1.8756
2018-02-11, 2101, Gasóleo simples, 1.3029
2018-02-11, 3201, Gasolina simples 95, 1.5099
2018-02-11, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-11, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-11, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-12, 3200, Gasolina 95, 1.5395
2018-02-12, 3400, Gasolina 98, 1.5873
2018-02-12, 2100, Gasóleo, 1.3366
2018-02-12, 1120, GPL Auto, 0.6637
2018-02-12, 1450, Gasolina aditivada, 1.5983
2018-02-12, 2105, Gasóleo especial, 1.3268
2018-02-12, 2150, Gasóleo colorido, 0.8524
2018-02-12, 2155, Gasóleo de aquecimento, 1.1064
2018-02-12, 3205, Gasolina especial 95, 1.5253
2018-02-12, 3405, Gasolina especial 98, 1.6871
2018-02-12, 3210, Gasolina de mistura (motores a 2 tempos), 1.8750
2018-02-12, 2101, Gasóleo simples, 1.2967
2018-02-12, 3201, Gasolina simples 95, 1.5049
2018-02-12, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-12, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-12, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-13, 3200, Gasolina 95, 1.5372
2018-02-13, 3400, Gasolina 98, 1.5829
2018-02-13, 2100, Gasóleo, 1.3342
2018-02-13, 1120, GPL Auto, 0.6620
2018-02-13, 1450, Gasolina aditivada, 1.5886
2018-02-13, 2105, Gasóleo especial, 1.3259
2018-02-13, 2150, Gasóleo colorido, 0.8482
2018-02-13, 2155, Gasóleo de aquecimento, 1.1024
2018-02-13, 3205, Gasolina especial 95, 1.5249
2018-02-13, 3405, Gasolina especial 98, 1.6861
2018-02-13, 3210, Gasolina de mistura (motores a 2 tempos), 1.8739
2018-02-13, 2101, Gasóleo simples, 1.2938
2018-02-13, 3201, Gasolina simples 95, 1.5025
2018-02-13, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-13, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-13, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-14, 3200, Gasolina 95, 1.5354
2018-02-14, 3400, Gasolina 98, 1.5799
2018-02-14, 2100, Gasóleo, 1.3316
2018-02-14, 1120, GPL Auto, 0.6624
2018-02-14, 1450, Gasolina aditivada, 1.5886
2018-02-14, 2105, Gasóleo especial, 1.3253
2018-02-14, 2150, Gasóleo colorido, 0.8442
2018-02-14, 2155, Gasóleo de aquecimento, 1.1011
2018-02-14, 3205, Gasolina especial 95, 1.5244
2018-02-14, 3405, Gasolina especial 98, 1.6845
2018-02-14, 3210, Gasolina de mistura (motores a 2 tempos), 1.8727
2018-02-14, 2101, Gasóleo simples, 1.2920
2018-02-14, 3201, Gasolina simples 95, 1.5007
2018-02-14, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-14, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-14, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-15, 3200, Gasolina 95, 1.5346
2018-02-15, 3400, Gasolina 98, 1.5782
2018-02-15, 2100, Gasóleo, 1.3296
2018-02-15, 1120, GPL Auto, 0.6617
2018-02-15, 1450, Gasolina aditivada, 1.5624
2018-02-15, 2105, Gasóleo especial, 1.3235
2018-02-15, 2150, Gasóleo colorido, 0.8433
2018-02-15, 2155, Gasóleo de aquecimento, 1.1009
2018-02-15, 3205, Gasolina especial 95, 1.5219
2018-02-15, 3405, Gasolina especial 98, 1.6826
2018-02-15, 3210, Gasolina de mistura (motores a 2 tempos), 1.8489
2018-02-15, 2101, Gasóleo simples, 1.2908
2018-02-15, 3201, Gasolina simples 95, 1.4986
2018-02-15, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-15, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-15, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-16, 3200, Gasolina 95, 1.5339
2018-02-16, 3400, Gasolina 98, 1.5778
2018-02-16, 2100, Gasóleo, 1.3291
2018-02-16, 1120, GPL Auto, 0.6617
2018-02-16, 1450, Gasolina aditivada, 1.5624
2018-02-16, 2105, Gasóleo especial, 1.3216
2018-02-16, 2150, Gasóleo colorido, 0.8428
2018-02-16, 2155, Gasóleo de aquecimento, 1.1001
2018-02-16, 3205, Gasolina especial 95, 1.5199
2018-02-16, 3405, Gasolina especial 98, 1.6824
2018-02-16, 3210, Gasolina de mistura (motores a 2 tempos), 1.8489
2018-02-16, 2101, Gasóleo simples, 1.2901
2018-02-16, 3201, Gasolina simples 95, 1.4981
2018-02-16, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-16, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-16, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-17, 3200, Gasolina 95, 1.5324
2018-02-17, 3400, Gasolina 98, 1.5775
2018-02-17, 2100, Gasóleo, 1.3268
2018-02-17, 1120, GPL Auto, 0.6596
2018-02-17, 1450, Gasolina aditivada, 1.5624
2018-02-17, 2105, Gasóleo especial, 1.3149
2018-02-17, 2150, Gasóleo colorido, 0.8421
2018-02-17, 2155, Gasóleo de aquecimento, 1.1001
2018-02-17, 3205, Gasolina especial 95, 1.5096
2018-02-17, 3405, Gasolina especial 98, 1.6768
2018-02-17, 3210, Gasolina de mistura (motores a 2 tempos), 1.8493
2018-02-17, 2101, Gasóleo simples, 1.2859
2018-02-17, 3201, Gasolina simples 95, 1.4946
2018-02-17, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-17, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-17, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-18, 3200, Gasolina 95, 1.5319
2018-02-18, 3400, Gasolina 98, 1.5775
2018-02-18, 2100, Gasóleo, 1.3264
2018-02-18, 1120, GPL Auto, 0.6596
2018-02-18, 1450, Gasolina aditivada, 1.5624
2018-02-18, 2105, Gasóleo especial, 1.3149
2018-02-18, 2150, Gasóleo colorido, 0.8418
2018-02-18, 2155, Gasóleo de aquecimento, 1.0996
2018-02-18, 3205, Gasolina especial 95, 1.5096
2018-02-18, 3405, Gasolina especial 98, 1.6763
2018-02-18, 3210, Gasolina de mistura (motores a 2 tempos), 1.8496
2018-02-18, 2101, Gasóleo simples, 1.2856
2018-02-18, 3201, Gasolina simples 95, 1.4943
2018-02-18, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-18, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-18, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-19, 3200, Gasolina 95, 1.5185
2018-02-19, 3400, Gasolina 98, 1.5674
2018-02-19, 2100, Gasóleo, 1.3142
2018-02-19, 1120, GPL Auto, 0.6602
2018-02-19, 1450, Gasolina aditivada, 1.5761
2018-02-19, 2105, Gasóleo especial, 1.3034
2018-02-19, 2150, Gasóleo colorido, 0.8322
2018-02-19, 2155, Gasóleo de aquecimento, 1.0920
2018-02-19, 3205, Gasolina especial 95, 1.4959
2018-02-19, 3405, Gasolina especial 98, 1.6677
2018-02-19, 3210, Gasolina de mistura (motores a 2 tempos), 1.8409
2018-02-19, 2101, Gasóleo simples, 1.2773
2018-02-19, 3201, Gasolina simples 95, 1.4856
2018-02-19, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-19, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-19, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-20, 3200, Gasolina 95, 1.5113
2018-02-20, 3400, Gasolina 98, 1.5550
2018-02-20, 2100, Gasóleo, 1.3069
2018-02-20, 1120, GPL Auto, 0.6492
2018-02-20, 1450, Gasolina aditivada, 1.5517
2018-02-20, 2105, Gasóleo especial, 1.2905
2018-02-20, 2150, Gasóleo colorido, 0.8224
2018-02-20, 2155, Gasóleo de aquecimento, 1.0819
2018-02-20, 3205, Gasolina especial 95, 1.4952
2018-02-20, 3405, Gasolina especial 98, 1.6438
2018-02-20, 3210, Gasolina de mistura (motores a 2 tempos), 1.8400
2018-02-20, 2101, Gasóleo simples, 1.2519
2018-02-20, 3201, Gasolina simples 95, 1.4648
2018-02-20, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-20, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-20, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-21, 3200, Gasolina 95, 1.5085
2018-02-21, 3400, Gasolina 98, 1.5535
2018-02-21, 2100, Gasóleo, 1.3048
2018-02-21, 1120, GPL Auto, 0.6492
2018-02-21, 1450, Gasolina aditivada, 1.5517
2018-02-21, 2105, Gasóleo especial, 1.2894
2018-02-21, 2150, Gasóleo colorido, 0.8213
2018-02-21, 2155, Gasóleo de aquecimento, 1.0751
2018-02-21, 3205, Gasolina especial 95, 1.4953
2018-02-21, 3405, Gasolina especial 98, 1.6395
2018-02-21, 3210, Gasolina de mistura (motores a 2 tempos), 1.8400
2018-02-21, 2101, Gasóleo simples, 1.2498
2018-02-21, 3201, Gasolina simples 95, 1.4625
2018-02-21, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-21, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-21, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-22, 3200, Gasolina 95, 1.5080
2018-02-22, 3400, Gasolina 98, 1.5531
2018-02-22, 2100, Gasóleo, 1.3041
2018-02-22, 1120, GPL Auto, 0.6487
2018-02-22, 1450, Gasolina aditivada, 1.5517
2018-02-22, 2105, Gasóleo especial, 1.2891
2018-02-22, 2150, Gasóleo colorido, 0.8208
2018-02-22, 2155, Gasóleo de aquecimento, 1.0741
2018-02-22, 3205, Gasolina especial 95, 1.4952
2018-02-22, 3405, Gasolina especial 98, 1.6372
2018-02-22, 3210, Gasolina de mistura (motores a 2 tempos), 1.8400
2018-02-22, 2101, Gasóleo simples, 1.2493
2018-02-22, 3201, Gasolina simples 95, 1.4601
2018-02-22, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-22, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-22, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-23, 3200, Gasolina 95, 1.5081
2018-02-23, 3400, Gasolina 98, 1.5530
2018-02-23, 2100, Gasóleo, 1.3041
2018-02-23, 1120, GPL Auto, 0.6486
2018-02-23, 1450, Gasolina aditivada, 1.5517
2018-02-23, 2105, Gasóleo especial, 1.2873
2018-02-23, 2150, Gasóleo colorido, 0.8207
2018-02-23, 2155, Gasóleo de aquecimento, 1.0741
2018-02-23, 3205, Gasolina especial 95, 1.4932
2018-02-23, 3405, Gasolina especial 98, 1.6368
2018-02-23, 3210, Gasolina de mistura (motores a 2 tempos), 1.8400
2018-02-23, 2101, Gasóleo simples, 1.2485
2018-02-23, 3201, Gasolina simples 95, 1.4596
2018-02-23, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-23, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-23, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-24, 3200, Gasolina 95, 1.5059
2018-02-24, 3400, Gasolina 98, 1.5514
2018-02-24, 2100, Gasóleo, 1.3014
2018-02-24, 1120, GPL Auto, 0.6474
2018-02-24, 1450, Gasolina aditivada, 1.5517
2018-02-24, 2105, Gasóleo especial, 1.2805
2018-02-24, 2150, Gasóleo colorido, 0.8181
2018-02-24, 2155, Gasóleo de aquecimento, 1.0741
2018-02-24, 3205, Gasolina especial 95, 1.4829
2018-02-24, 3405, Gasolina especial 98, 1.6313
2018-02-24, 3210, Gasolina de mistura (motores a 2 tempos), 1.8400
2018-02-24, 2101, Gasóleo simples, 1.2433
2018-02-24, 3201, Gasolina simples 95, 1.4553
2018-02-24, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-24, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-24, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-25, 3200, Gasolina 95, 1.5061
2018-02-25, 3400, Gasolina 98, 1.5513
2018-02-25, 2100, Gasóleo, 1.3017
2018-02-25, 1120, GPL Auto, 0.6474
2018-02-25, 1450, Gasolina aditivada, 1.5517
2018-02-25, 2105, Gasóleo especial, 1.2819
2018-02-25, 2150, Gasóleo colorido, 0.8181
2018-02-25, 2155, Gasóleo de aquecimento, 1.0740
2018-02-25, 3205, Gasolina especial 95, 1.4842
2018-02-25, 3405, Gasolina especial 98, 1.6317
2018-02-25, 3210, Gasolina de mistura (motores a 2 tempos), 1.8400
2018-02-25, 2101, Gasóleo simples, 1.2438
2018-02-25, 3201, Gasolina simples 95, 1.4555
2018-02-25, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-25, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
2018-02-25, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-02-26, 3200, Gasolina 95, 1.5130
2018-02-26, 3400, Gasolina 98, 1.5531
2018-02-26, 2100, Gasóleo, 1.3139
2018-02-26, 1120, GPL Auto, 0.6479
2018-02-26, 1450, Gasolina aditivada, 1.5490
2018-02-26, 2105, Gasóleo especial, 1.3078
2018-02-26, 2150, Gasóleo colorido, 0.8280
2018-02-26, 2155, Gasóleo de aquecimento, 1.0803
2018-02-26, 3205, Gasolina especial 95, 1.5037
2018-02-26, 3405, Gasolina especial 98, 1.6447
2018-02-26, 3210, Gasolina de mistura (motores a 2 tempos), 1.8405
2018-02-26, 2101, Gasóleo simples, 1.2629
2018-02-26, 3201, Gasolina simples 95, 1.4657
2018-02-26, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-02-26, 1142, GNL (gás natural liquefeito) - €/kg, 1.0487
